일자|시간|구분,연월일,시간,구분,year,quarter,month,day,weekday,음력일시,lunar_year,lunar_month,lunar_day,기온,기압,습도
2019-01-30 05 H,2019-01-30,05,6,2019,1,1,30,2,2018-12-25,2018,12,25,-3.934222184036996,1015.0793465169272,54.82333333333333
2019-01-30 06 H,2019-01-30,06,6,2019,1,1,30,2,2018-12-25,2018,12,25,-4.156722699572297,1015.2880088297526,54.126666666666665
2019-01-30 07 H,2019-01-30,07,6,2019,1,1,30,2,2018-12-25,2018,12,25,-4.3045846244226,1015.5893434651692,54.78
2019-01-30 08 H,2019-01-30,08,6,2019,1,1,30,2,2018-12-25,2018,12,25,-4.419199547765433,1017.0216827392578,54.346666666666664
2019-01-30 09 H,2019-01-30,09,6,2019,1,1,30,2,2018-12-25,2018,12,25,-3.9637291904156555,1017.2070143636068,51.623333333333335
2019-01-30 10 H,2019-01-30,10,6,2019,1,1,30,2,2018-12-25,2018,12,25,-2.590616967929769,1012.5319936116538,60.196666666666665
2019-01-30 11 H,2019-01-30,11,6,2019,1,1,30,2,2018-12-25,2018,12,25,-0.8619481568269155,1009.240673014323,67.78333333333335
2019-01-30 12 H,2019-01-30,12,6,2019,1,1,30,2,2018-12-25,2018,12,25,0.10792935635203837,1010.157344563802,61.07
2019-01-30 13 H,2019-01-30,13,6,2019,1,1,30,2,2018-12-25,2018,12,25,0.7657338426482861,1015.4233306884765,34.583333333333336
2019-01-30 14 H,2019-01-30,14,6,2019,1,1,30,2,2018-12-25,2018,12,25,1.2659835172000025,1015.3606658935547,31.179999999999996
2019-01-30 15 H,2019-01-30,15,6,2019,1,1,30,2,2018-12-25,2018,12,25,1.3988134155843976,1015.2299981689454,31.653333333333332
2019-01-30 16 H,2019-01-30,16,6,2019,1,1,30,2,2018-12-25,2018,12,25,1.2516870132592883,1015.0183284505207,32.61000000000001
2019-01-30 17 H,2019-01-30,17,6,2019,1,1,30,2,2018-12-25,2018,12,25,0.2645504541576203,1015.0563254801433,32.92000000000001
2019-01-30 18 H,2019-01-30,18,6,2019,1,1,30,2,2018-12-25,2018,12,25,-0.502744575746156,1010.5000012207032,57.696666666666665
2019-01-30 19 H,2019-01-30,19,6,2019,1,1,30,2,2018-12-25,2018,12,25,-1.2511021299189606,1014.6806748453777,49.43
2019-01-30 20 H,2019-01-30,20,6,2019,1,1,30,2,2018-12-25,2018,12,25,-1.9490755550642238,1015.0893216959636,55.663333333333334
2019-01-30 21 H,2019-01-30,21,6,2019,1,1,30,2,2018-12-25,2018,12,25,-2.158911315484778,1016.3133455403646,58.07
2019-01-30 22 H,2019-01-30,22,6,2019,1,1,30,2,2018-12-25,2018,12,25,-2.4517152716254675,1016.1919830322266,65.19333333333334
2019-01-30 23 H,2019-01-30,23,6,2019,1,1,30,2,2018-12-25,2018,12,25,-2.5893871975921767,1012.3966544596354,62.79666666666666
2019-01-30 24 H,2019-01-30,24,6,2019,1,1,30,2,2018-12-25,2018,12,25,-2.8712022689868424,1011.8239866129558,61.60666666666666
2019-01-31 01 H,2019-01-31,01,6,2019,1,1,31,3,2018-12-26,2018,12,26,-3.561515160973024,1016.3583504231771,75.43666666666667
2019-01-31 02 H,2019-01-31,02,6,2019,1,1,31,3,2018-12-26,2018,12,26,-3.801399221714135,1016.4273496500651,75.79
2019-01-31 03 H,2019-01-31,03,6,2019,1,1,31,3,2018-12-26,2018,12,26,-4.099874239841125,1016.0953495279947,75.56666666666666
2019-01-31 04 H,2019-01-31,04,6,2019,1,1,31,3,2018-12-26,2018,12,26,-4.334157438644069,1015.3776576741537,74.80333333333334
2019-01-31 05 H,2019-01-31,05,6,2019,1,1,31,3,2018-12-26,2018,12,26,-4.62495959362263,1014.4879935709636,61.45666666666667
2019-01-31 06 H,2019-01-31,06,6,2019,1,1,31,3,2018-12-26,2018,12,26,-4.820877312741374,1014.3529943847657,61.29333333333333
2019-01-31 07 H,2019-01-31,07,6,2019,1,1,31,3,2018-12-26,2018,12,26,-4.965527166968986,1014.3563305664062,61.076666666666675
2019-01-31 08 H,2019-01-31,08,6,2019,1,1,31,3,2018-12-26,2018,12,26,-5.057847013198109,1014.3423303222656,59.660000000000004
2019-01-31 09 H,2019-01-31,09,6,2019,1,1,31,3,2018-12-26,2018,12,26,-4.299075321329187,1014.7063264973958,55.54666666666666
2019-01-31 10 H,2019-01-31,10,6,2019,1,1,31,3,2018-12-26,2018,12,26,-3.214524548835158,1014.9326525878906,55.00666666666666
2019-01-31 11 H,2019-01-31,11,6,2019,1,1,31,3,2018-12-26,2018,12,26,-1.5351460740120526,1014.1986535644531,40.17666666666667
2019-01-31 12 H,2019-01-31,12,6,2019,1,1,31,3,2018-12-26,2018,12,26,-0.3495749818438118,1015.0953432210287,34.803333333333335
2019-01-31 13 H,2019-01-31,13,6,2019,1,1,31,3,2018-12-26,2018,12,26,0.7306919441863803,1014.1666717529297,32.303333333333335
2019-01-31 14 H,2019-01-31,14,6,2019,1,1,31,3,2018-12-26,2018,12,26,1.3364925528572857,1013.6650044759114,29.653333333333336
2019-01-31 15 H,2019-01-31,15,6,2019,1,1,31,3,2018-12-26,2018,12,26,1.496631729292327,1014.5743418375652,40.093333333333334
2019-01-31 16 H,2019-01-31,16,6,2019,1,1,31,3,2018-12-26,2018,12,26,1.4147408868131548,1012.7520060221353,28.563333333333333
2019-01-31 17 H,2019-01-31,17,6,2019,1,1,31,3,2018-12-26,2018,12,26,0.3669265767303355,1012.0696689860027,34.88333333333333
2019-01-31 18 H,2019-01-31,18,6,2019,1,1,31,3,2018-12-26,2018,12,26,-0.37424045182774385,1013.2513358561197,33.82333333333333
2019-01-31 19 H,2019-01-31,19,6,2019,1,1,31,3,2018-12-26,2018,12,26,-1.193217384999576,1013.1870064290365,42.20666666666666
2019-01-31 20 H,2019-01-31,20,6,2019,1,1,31,3,2018-12-26,2018,12,26,-1.901519775584841,1013.9850093587239,51.48
2019-01-31 21 H,2019-01-31,21,6,2019,1,1,31,3,2018-12-26,2018,12,26,-2.103912984234365,1014.2753446451824,45.57
2019-01-31 22 H,2019-01-31,22,6,2019,1,1,31,3,2018-12-26,2018,12,26,-2.4475711951893455,1014.4213391113282,42.27666666666667
2019-01-31 23 H,2019-01-31,23,6,2019,1,1,31,3,2018-12-26,2018,12,26,-2.7764924920786815,1015.005976155599,33.68
2019-01-31 24 H,2019-01-31,24,6,2019,1,1,31,3,2018-12-26,2018,12,26,-2.9347633139239577,1014.9083296712239,34.66
2019-02-01 01 H,2019-02-01,01,6,2019,1,2,1,4,2018-12-27,2018,12,27,-4.639064912090358,1015.381357014974,36.800000000000004
2019-02-01 02 H,2019-02-01,02,6,2019,1,2,1,4,2018-12-27,2018,12,27,-5.0964315716675355,1015.1033422851564,38.75
2019-02-01 03 H,2019-02-01,03,6,2019,1,2,1,4,2018-12-27,2018,12,27,-5.218617979029463,1014.9973331705729,39.10333333333333
2019-02-01 04 H,2019-02-01,04,6,2019,1,2,1,4,2018-12-27,2018,12,27,-5.528211143727646,1014.4879803466796,41.949999999999996
2019-02-01 05 H,2019-02-01,05,6,2019,1,2,1,4,2018-12-27,2018,12,27,-5.837405187431888,1014.556309407552,44.18666666666667
2019-02-01 06 H,2019-02-01,06,6,2019,1,2,1,4,2018-12-27,2018,12,27,-6.133515807575666,1014.3303141276041,45.69
2019-02-01 07 H,2019-02-01,07,6,2019,1,2,1,4,2018-12-27,2018,12,27,-6.0813921098768695,1014.3133154296875,48.126666666666665
2019-02-01 08 H,2019-02-01,08,6,2019,1,2,1,4,2018-12-27,2018,12,27,-6.040454839868146,1014.412645263672,48.69
2019-02-01 09 H,2019-02-01,09,6,2019,1,2,1,4,2018-12-27,2018,12,27,-5.454120024038109,1013.9549869791666,39.696666666666665
2019-02-01 10 H,2019-02-01,10,6,2019,1,2,1,4,2018-12-27,2018,12,27,-4.120250225948495,1015.4976731363932,54.04
2019-02-01 11 H,2019-02-01,11,6,2019,1,2,1,4,2018-12-27,2018,12,27,-2.4763946699535677,1014.2273457845052,38.943333333333335
2019-02-01 12 H,2019-02-01,12,6,2019,1,2,1,4,2018-12-27,2018,12,27,-1.1337847619368995,1014.1510076904297,41.10333333333333
2019-02-01 13 H,2019-02-01,13,6,2019,1,2,1,4,2018-12-27,2018,12,27,-0.24283261683467636,1013.5130025227865,32.93666666666667
2019-02-01 14 H,2019-02-01,14,6,2019,1,2,1,4,2018-12-27,2018,12,27,0.45203431559599444,1012.8243235270182,30.133333333333336
2019-02-01 15 H,2019-02-01,15,6,2019,1,2,1,4,2018-12-27,2018,12,27,0.6665181573453914,1012.5926584879558,29.44333333333334
2019-02-01 16 H,2019-02-01,16,6,2019,1,2,1,4,2018-12-27,2018,12,27,0.574547850151662,1012.5589933268229,31.376666666666665
2019-02-01 17 H,2019-02-01,17,6,2019,1,2,1,4,2018-12-27,2018,12,27,-0.07075314490598723,1014.7446744791667,40.656666666666666
2019-02-01 18 H,2019-02-01,18,6,2019,1,2,1,4,2018-12-27,2018,12,27,-0.6540248128697397,1013.1240034993489,43.026666666666664
2019-02-01 19 H,2019-02-01,19,6,2019,1,2,1,4,2018-12-27,2018,12,27,-1.3460055068865786,1012.0496632893879,41.38333333333333
2019-02-01 20 H,2019-02-01,20,6,2019,1,2,1,4,2018-12-27,2018,12,27,-1.8950519208473684,1011.7350124104818,49.84
2019-02-01 21 H,2019-02-01,21,6,2019,1,2,1,4,2018-12-27,2018,12,27,-2.097247741892954,1011.7620037841798,60.96
2019-02-01 22 H,2019-02-01,22,6,2019,1,2,1,4,2018-12-27,2018,12,27,-2.3991888119219262,1012.105991414388,63.85333333333333
2019-02-01 23 H,2019-02-01,23,6,2019,1,2,1,4,2018-12-27,2018,12,27,-2.6485073134147616,1014.0493263753254,60.53666666666667
2019-02-01 24 H,2019-02-01,24,6,2019,1,2,1,4,2018-12-27,2018,12,27,-2.8930430152583306,1014.1800038655598,59.953333333333326
2019-02-02 01 H,2019-02-02,01,6,2019,1,2,2,5,2018-12-28,2018,12,28,-4.278267188308445,1011.8453324381511,40.34333333333333
2019-02-02 02 H,2019-02-02,02,6,2019,1,2,2,5,2018-12-28,2018,12,28,-4.608264540199666,1011.6853377278645,41.36000000000001
2019-02-02 03 H,2019-02-02,03,6,2019,1,2,2,5,2018-12-28,2018,12,28,-4.8266063579987355,1011.5103334554036,41.14666666666667
2019-02-02 04 H,2019-02-02,04,6,2019,1,2,2,5,2018-12-28,2018,12,28,-4.90081097246546,1011.4873356119791,42.81666666666666
2019-02-02 05 H,2019-02-02,05,6,2019,1,2,2,5,2018-12-28,2018,12,28,-5.1086630339651755,1011.5429968261718,47.31666666666667
2019-02-02 06 H,2019-02-02,06,6,2019,1,2,2,5,2018-12-28,2018,12,28,-5.274619109404146,1011.5979960123697,48.45333333333334
2019-02-02 07 H,2019-02-02,07,6,2019,1,2,2,5,2018-12-28,2018,12,28,-5.222951182513786,1012.3769927978515,51.77333333333333
2019-02-02 08 H,2019-02-02,08,6,2019,1,2,2,5,2018-12-28,2018,12,28,-5.282802791212188,1012.7603346761067,52.343333333333334
2019-02-02 09 H,2019-02-02,09,6,2019,1,2,2,5,2018-12-28,2018,12,28,-4.605376881833581,1012.8183251953125,51.0
2019-02-02 10 H,2019-02-02,10,6,2019,1,2,2,5,2018-12-28,2018,12,28,-3.3393212505029424,1013.003335571289,46.906666666666666
2019-02-02 11 H,2019-02-02,11,6,2019,1,2,2,5,2018-12-28,2018,12,28,-1.7270735714548806,1013.8613269042968,42.50333333333334
2019-02-02 12 H,2019-02-02,12,6,2019,1,2,2,5,2018-12-28,2018,12,28,-0.5882545791846585,1012.537021484375,38.74333333333333
2019-02-02 13 H,2019-02-02,13,6,2019,1,2,2,5,2018-12-28,2018,12,28,0.19795297052802466,1012.1743528238934,34.51333333333333
2019-02-02 14 H,2019-02-02,14,6,2019,1,2,2,5,2018-12-28,2018,12,28,0.9027662494881188,1012.1010221354167,28.346666666666668
2019-02-02 15 H,2019-02-02,15,6,2019,1,2,2,5,2018-12-28,2018,12,28,1.1638505091739766,1012.0373508707681,27.50333333333333
2019-02-02 16 H,2019-02-02,16,6,2019,1,2,2,5,2018-12-28,2018,12,28,1.0891569503639473,1012.1340037027994,27.24333333333333
2019-02-02 17 H,2019-02-02,17,6,2019,1,2,2,5,2018-12-28,2018,12,28,0.20457680643756623,1012.2583530680339,29.74
2019-02-02 18 H,2019-02-02,18,6,2019,1,2,2,5,2018-12-28,2018,12,28,-0.5422117374522344,1012.8973518880208,37.57333333333333
2019-02-02 19 H,2019-02-02,19,6,2019,1,2,2,5,2018-12-28,2018,12,28,-1.1929082367167032,1013.3113214111328,34.85
2019-02-02 20 H,2019-02-02,20,6,2019,1,2,2,5,2018-12-28,2018,12,28,-1.6721077525318175,1013.5706697591146,55.02
2019-02-02 21 H,2019-02-02,21,6,2019,1,2,2,5,2018-12-28,2018,12,28,-1.8679821840483737,1013.6436735026042,49.973333333333336
2019-02-02 22 H,2019-02-02,22,6,2019,1,2,2,5,2018-12-28,2018,12,28,-2.2264305490394807,1013.722344563802,41.77333333333333
2019-02-02 23 H,2019-02-02,23,6,2019,1,2,2,5,2018-12-28,2018,12,28,-2.6300975017855692,1013.927666829427,38.10333333333333
2019-02-02 24 H,2019-02-02,24,6,2019,1,2,2,5,2018-12-28,2018,12,28,-2.991192994563203,1013.981675008138,39.18333333333334
2019-02-03 01 H,2019-02-03,01,6,2019,1,2,3,6,2018-12-29,2018,12,29,-4.642387099461686,1014.6626732671829,50.88666666666666
2019-02-03 02 H,2019-02-03,02,6,2019,1,2,3,6,2018-12-29,2018,12,29,-5.097386843035151,1014.7173410324823,49.78
2019-02-03 03 H,2019-02-03,03,6,2019,1,2,3,6,2018-12-29,2018,12,29,-5.19500983321653,1014.8216767665317,49.96
2019-02-03 04 H,2019-02-03,04,6,2019,1,2,3,6,2018-12-29,2018,12,29,-5.393751400869756,1014.5423426600864,50.333333333333336
2019-02-03 05 H,2019-02-03,05,6,2019,1,2,3,6,2018-12-29,2018,12,29,-5.630557298947518,1016.4383263433547,49.79
2019-02-03 06 H,2019-02-03,06,6,2019,1,2,3,6,2018-12-29,2018,12,29,-5.861634163975828,1016.186338631766,46.900000000000006
2019-02-03 07 H,2019-02-03,07,6,2019,1,2,3,6,2018-12-29,2018,12,29,-5.887841461698244,1016.0893328130813,49.04666666666666
2019-02-03 08 H,2019-02-03,08,6,2019,1,2,3,6,2018-12-29,2018,12,29,-5.903962676994435,1016.2420047287713,48.843333333333334
2019-02-03 09 H,2019-02-03,09,6,2019,1,2,3,6,2018-12-29,2018,12,29,-5.096549162157554,1014.846013924735,49.39333333333334
2019-02-03 10 H,2019-02-03,10,6,2019,1,2,3,6,2018-12-29,2018,12,29,-3.2879838992884136,1013.6613523356119,43.663333333333334
2019-02-03 11 H,2019-02-03,11,6,2019,1,2,3,6,2018-12-29,2018,12,29,-1.5364280994862387,1013.634663289388,39.78
2019-02-03 12 H,2019-02-03,12,6,2019,1,2,3,6,2018-12-29,2018,12,29,-0.2696496703496831,1011.8913417561849,30.19333333333333
2019-02-03 13 H,2019-02-03,13,6,2019,1,2,3,6,2018-12-29,2018,12,29,0.6381470107327427,1012.9493491617837,31.576666666666668
2019-02-03 14 H,2019-02-03,14,6,2019,1,2,3,6,2018-12-29,2018,12,29,1.560071370549416,1011.7526538085937,24.69333333333333
2019-02-03 15 H,2019-02-03,15,6,2019,1,2,3,6,2018-12-29,2018,12,29,1.7952494776520869,1011.1419946289062,26.046666666666667
2019-02-03 16 H,2019-02-03,16,6,2019,1,2,3,6,2018-12-29,2018,12,29,1.6653419894454666,1011.2016611735025,28.073333333333334
2019-02-03 17 H,2019-02-03,17,6,2019,1,2,3,6,2018-12-29,2018,12,29,0.9521604394642029,1010.3296765136719,35.32333333333333
2019-02-03 18 H,2019-02-03,18,6,2019,1,2,3,6,2018-12-29,2018,12,29,0.40580561241235324,1010.9523431396484,51.916666666666664
2019-02-03 19 H,2019-02-03,19,6,2019,1,2,3,6,2018-12-29,2018,12,29,-0.40934584233307625,1013.9283492024739,52.60666666666666
2019-02-03 20 H,2019-02-03,20,6,2019,1,2,3,6,2018-12-29,2018,12,29,-0.9382651429510497,1014.0920109049479,51.336666666666666
2019-02-03 21 H,2019-02-03,21,6,2019,1,2,3,6,2018-12-29,2018,12,29,-1.047844703873502,1011.7850044759115,57.166666666666664
2019-02-03 22 H,2019-02-03,22,6,2019,1,2,3,6,2018-12-29,2018,12,29,-1.6442079434288843,1010.5453546142577,51.26
2019-02-03 23 H,2019-02-03,23,6,2019,1,2,3,6,2018-12-29,2018,12,29,-2.130524795187473,1010.8366821289063,63.52666666666667
2019-02-03 24 H,2019-02-03,24,6,2019,1,2,3,6,2018-12-29,2018,12,29,-2.0045164718563,1010.6933473714192,61.9
2019-02-04 01 H,2019-02-04,01,6,2019,1,2,4,0,2018-12-30,2018,12,30,5.098257788937702,1007.2373317464193,81.73333333333333
2019-02-04 02 H,2019-02-04,02,6,2019,1,2,4,0,2018-12-30,2018,12,30,5.037286548768031,1007.2333321126303,83.56333333333333
2019-02-04 03 H,2019-02-04,03,6,2019,1,2,4,0,2018-12-30,2018,12,30,4.678350643888071,1007.279330851237,83.94333333333333
2019-02-04 04 H,2019-02-04,04,6,2019,1,2,4,0,2018-12-30,2018,12,30,4.084945799385399,1007.2463301595052,84.56
2019-02-04 05 H,2019-02-04,05,6,2019,1,2,4,0,2018-12-30,2018,12,30,3.897517690498985,1007.4309944661458,84.59
2019-02-04 06 H,2019-02-04,06,6,2019,1,2,4,0,2018-12-30,2018,12,30,4.355287635634332,1007.3279947916667,84.38
2019-02-04 07 H,2019-02-04,07,6,2019,1,2,4,0,2018-12-30,2018,12,30,4.333354280007449,1007.3736568196615,85.56666666666666
2019-02-04 08 H,2019-02-04,08,6,2019,1,2,4,0,2018-12-30,2018,12,30,4.372673652438592,1007.378662109375,86.30999999999999
2019-02-04 09 H,2019-02-04,09,6,2019,1,2,4,0,2018-12-30,2018,12,30,4.306190308493663,1010.0916709391277,82.66000000000001
2019-02-04 10 H,2019-02-04,10,6,2019,1,2,4,0,2018-12-30,2018,12,30,5.280243267812398,1005.3573345947266,82.88666666666667
2019-02-04 11 H,2019-02-04,11,6,2019,1,2,4,0,2018-12-30,2018,12,30,5.2324900544529145,1005.1206827799479,81.65
2019-02-04 12 H,2019-02-04,12,6,2019,1,2,4,0,2018-12-30,2018,12,30,6.310866284407967,1005.3483217366537,73.41333333333334
2019-02-04 13 H,2019-02-04,13,6,2019,1,2,4,0,2018-12-30,2018,12,30,6.682095867144543,1005.1933266194661,71.23333333333333
2019-02-04 14 H,2019-02-04,14,6,2019,1,2,4,0,2018-12-30,2018,12,30,6.956555455819782,1005.0889961751301,71.31
2019-02-04 15 H,2019-02-04,15,6,2019,1,2,4,0,2018-12-30,2018,12,30,6.799915894906953,1004.7776637776692,68.08999999999999
2019-02-04 16 H,2019-02-04,16,6,2019,1,2,4,0,2018-12-30,2018,12,30,6.8763734684065705,1004.479677327474,68.25666666666666
2019-02-04 17 H,2019-02-04,17,6,2019,1,2,4,0,2018-12-30,2018,12,30,5.962940272038401,1004.362333577474,69.21999999999998
2019-02-04 18 H,2019-02-04,18,6,2019,1,2,4,0,2018-12-30,2018,12,30,5.698485835859497,1004.2359944661458,70.27666666666666
2019-02-04 19 H,2019-02-04,19,6,2019,1,2,4,0,2018-12-30,2018,12,30,4.905057447112145,1003.4866473388671,81.24
2019-02-04 20 H,2019-02-04,20,6,2019,1,2,4,0,2018-12-30,2018,12,30,4.336303508715528,1006.0476621500651,77.01
2019-02-04 21 H,2019-02-04,21,6,2019,1,2,4,0,2018-12-30,2018,12,30,4.137257077083956,1005.6733227539062,64.23666666666666
2019-02-04 22 H,2019-02-04,22,6,2019,1,2,4,0,2018-12-30,2018,12,30,3.7080030867561136,1008.1116678873699,74.23
2019-02-04 23 H,2019-02-04,23,6,2019,1,2,4,0,2018-12-30,2018,12,30,3.304295719005919,1007.9119940185547,74.42
2019-02-04 24 H,2019-02-04,24,6,2019,1,2,4,0,2018-12-30,2018,12,30,3.0790739364091073,1008.495658976237,72.87666666666667
2019-02-05 01 H,2019-02-05,01,6,2019,1,2,5,1,2019-01-01,2019,1,1,-3.5602352716040575,1009.1166729736327,60.88333333333333
2019-02-05 02 H,2019-02-05,02,6,2019,1,2,5,1,2019-01-01,2019,1,1,-4.20833147590147,1013.4910176595052,53.14333333333334
2019-02-05 03 H,2019-02-05,03,6,2019,1,2,5,1,2019-01-01,2019,1,1,-4.669494648476289,1014.088681233724,54.22
2019-02-05 04 H,2019-02-05,04,6,2019,1,2,5,1,2019-01-01,2019,1,1,-4.7822712578405895,1013.5443292236329,54.91
2019-02-05 05 H,2019-02-05,05,6,2019,1,2,5,1,2019-01-01,2019,1,1,-4.969281642478069,1013.5983382161459,56.22333333333333
2019-02-05 06 H,2019-02-05,06,6,2019,1,2,5,1,2019-01-01,2019,1,1,-5.128118806496993,1013.7789998372396,56.71333333333333
2019-02-05 07 H,2019-02-05,07,6,2019,1,2,5,1,2019-01-01,2019,1,1,-5.1333325452499,1013.974656982422,56.64666666666667
2019-02-05 08 H,2019-02-05,08,6,2019,1,2,5,1,2019-01-01,2019,1,1,-4.788667605933883,1013.9323333740235,54.46666666666667
2019-02-05 09 H,2019-02-05,09,6,2019,1,2,5,1,2019-01-01,2019,1,1,-3.8264568608501683,1013.3326774088541,52.02333333333333
2019-02-05 10 H,2019-02-05,10,6,2019,1,2,5,1,2019-01-01,2019,1,1,-2.0985209702012724,1013.7023321533203,49.53
2019-02-05 11 H,2019-02-05,11,6,2019,1,2,5,1,2019-01-01,2019,1,1,-0.6703975026578632,1011.2626641845703,44.85999999999999
2019-02-05 12 H,2019-02-05,12,6,2019,1,2,5,1,2019-01-01,2019,1,1,0.6595129360201594,1010.863992919922,55.44333333333333
2019-02-05 13 H,2019-02-05,13,6,2019,1,2,5,1,2019-01-01,2019,1,1,1.7947105397037788,1011.4680055745442,30.626666666666665
2019-02-05 14 H,2019-02-05,14,6,2019,1,2,5,1,2019-01-01,2019,1,1,2.413306593782884,1011.2260091145832,31.546666666666667
2019-02-05 15 H,2019-02-05,15,6,2019,1,2,5,1,2019-01-01,2019,1,1,2.7294481367472136,1011.3756825764973,32.48
2019-02-05 16 H,2019-02-05,16,6,2019,1,2,5,1,2019-01-01,2019,1,1,2.6908932341823513,1011.3443483479818,35.74
2019-02-05 17 H,2019-02-05,17,6,2019,1,2,5,1,2019-01-01,2019,1,1,2.511386149238707,1011.0596809895833,36.32
2019-02-05 18 H,2019-02-05,18,6,2019,1,2,5,1,2019-01-01,2019,1,1,1.4271439148805325,1009.1310076904297,60.77666666666667
2019-02-05 19 H,2019-02-05,19,6,2019,1,2,5,1,2019-01-01,2019,1,1,0.6553146938825093,1009.4323345947265,48.919999999999995
2019-02-05 20 H,2019-02-05,20,6,2019,1,2,5,1,2019-01-01,2019,1,1,-0.016609761493453334,1009.5343369547527,53.419999999999995
2019-02-05 21 H,2019-02-05,21,6,2019,1,2,5,1,2019-01-01,2019,1,1,-0.3226625276586625,1009.6670054117839,57.31333333333333
2019-02-05 22 H,2019-02-05,22,6,2019,1,2,5,1,2019-01-01,2019,1,1,-0.7450904345852828,1009.6533406575521,59.45333333333334
2019-02-05 23 H,2019-02-05,23,6,2019,1,2,5,1,2019-01-01,2019,1,1,-1.2541147689283123,1014.0856606038411,59.656666666666666
2019-02-05 24 H,2019-02-05,24,6,2019,1,2,5,1,2019-01-01,2019,1,1,-1.5213881564946234,1014.383676147461,62.07333333333333
2019-02-06 01 H,2019-02-06,01,6,2019,1,2,6,2,2019-01-02,2019,1,2,-1.4925417930801121,1015.0366628011067,59.54333333333333
2019-02-06 02 H,2019-02-06,02,6,2019,1,2,6,2,2019-01-02,2019,1,2,-2.2937549215461694,1012.2556522623698,55.88666666666666
2019-02-06 03 H,2019-02-06,03,6,2019,1,2,6,2,2019-01-02,2019,1,2,-2.6465831974079568,1012.5543265787761,59.02
2019-02-06 04 H,2019-02-06,04,6,2019,1,2,6,2,2019-01-02,2019,1,2,-2.92769543775129,1012.4036592610677,61.583333333333336
2019-02-06 05 H,2019-02-06,05,6,2019,1,2,6,2,2019-01-02,2019,1,2,-3.0703588782714704,1012.3893286132812,62.10999999999999
2019-02-06 06 H,2019-02-06,06,6,2019,1,2,6,2,2019-01-02,2019,1,2,-3.057052828860321,1012.5813271077474,63.413333333333334
2019-02-06 07 H,2019-02-06,07,6,2019,1,2,6,2,2019-01-02,2019,1,2,-3.0978535163073526,1012.6929915364584,63.416666666666664
2019-02-06 08 H,2019-02-06,08,6,2019,1,2,6,2,2019-01-02,2019,1,2,-3.006207615196471,1013.0979905192057,63.97333333333333
2019-02-06 09 H,2019-02-06,09,6,2019,1,2,6,2,2019-01-02,2019,1,2,-2.1588774631837113,1015.7983243815105,53.553333333333335
2019-02-06 10 H,2019-02-06,10,6,2019,1,2,6,2,2019-01-02,2019,1,2,-0.4392642914330159,1015.6436586507161,34.02333333333333
2019-02-06 11 H,2019-02-06,11,6,2019,1,2,6,2,2019-01-02,2019,1,2,1.10350763095423,1016.446336669922,33.473333333333336
2019-02-06 12 H,2019-02-06,12,6,2019,1,2,6,2,2019-01-02,2019,1,2,2.583342768861486,1016.1533487955729,38.93666666666667
2019-02-06 13 H,2019-02-06,13,6,2019,1,2,6,2,2019-01-02,2019,1,2,3.8059764512126772,1015.7450095621745,24.72333333333333
2019-02-06 14 H,2019-02-06,14,6,2019,1,2,6,2,2019-01-02,2019,1,2,4.614231566904002,1013.7106681315105,18.330000000000002
2019-02-06 15 H,2019-02-06,15,6,2019,1,2,6,2,2019-01-02,2019,1,2,4.7739054364847755,1014.2193381754558,19.83
2019-02-06 16 H,2019-02-06,16,6,2019,1,2,6,2,2019-01-02,2019,1,2,4.6867938486071505,1013.4703330485027,19.013333333333332
2019-02-06 17 H,2019-02-06,17,6,2019,1,2,6,2,2019-01-02,2019,1,2,4.202221221086601,1013.468714509187,20.77
2019-02-06 18 H,2019-02-06,18,6,2019,1,2,6,2,2019-01-02,2019,1,2,3.0232917036038813,1015.3343332926432,30.72
2019-02-06 19 H,2019-02-06,19,6,2019,1,2,6,2,2019-01-02,2019,1,2,2.1280022836231383,1015.30666015625,37.696666666666665
2019-02-06 20 H,2019-02-06,20,6,2019,1,2,6,2,2019-01-02,2019,1,2,1.4953769417283824,1015.0919991048177,35.666666666666664
2019-02-06 21 H,2019-02-06,21,6,2019,1,2,6,2,2019-01-02,2019,1,2,0.9718748259759163,1015.3219944254557,41.129999999999995
2019-02-06 22 H,2019-02-06,22,6,2019,1,2,6,2,2019-01-02,2019,1,2,0.7328371653667612,1015.5553261311849,42.68
2019-02-06 23 H,2019-02-06,23,6,2019,1,2,6,2,2019-01-02,2019,1,2,0.19153435911605543,1015.9023268636068,44.43333333333334
2019-02-06 24 H,2019-02-06,24,6,2019,1,2,6,2,2019-01-02,2019,1,2,-0.040801674705569356,1015.6486553955078,43.98666666666666
2019-02-07 01 H,2019-02-07,01,6,2019,1,2,7,3,2019-01-03,2019,1,3,1.3487594640482758,1014.8479895019531,44.699999999999996
2019-02-07 02 H,2019-02-07,02,6,2019,1,2,7,3,2019-01-03,2019,1,3,1.7193059202446002,1015.1293229166668,49.32
2019-02-07 03 H,2019-02-07,03,6,2019,1,2,7,3,2019-01-03,2019,1,3,1.3668141843673716,1014.9136574300131,45.48
2019-02-07 04 H,2019-02-07,04,6,2019,1,2,7,3,2019-01-03,2019,1,3,1.0846679786958233,1014.7713252766927,45.95666666666667
2019-02-07 05 H,2019-02-07,05,6,2019,1,2,7,3,2019-01-03,2019,1,3,0.9198621696699782,1014.953324584961,53.30666666666667
